Gender,Age_Group,Country,Local-Foreign,Education_Level,Part_Full,Accomodation,Living,Buy_Food,no_Quality,no_Price,No_Serving_Size,No_Variety,No_Environment,No_from_Where,Home_Food_Prepare,Buy_Location,Days_buy,Eat_Time,Daily_Spend,Group_Eat,yes_Food,yes_Price,yes_size,yes_variety,yes_bev_Price,yes_bev_variety,yes_env,yes_ordering,yes_seat,yes_cs,name_dish,price_dish,three_words,W_Food,W_Env,W_Price,ord_system,comments
Female,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,3,3,1,3,1,1,1,1,1,3,Yes,No,Could be better,Could be better,Could be better,,Buffet system,
Male,25 - 30 Years,Pakistan,Foreginer,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,Convenient Shop,1 - 2 days,Lunch,RM 5 - RM 7,No,1,1,1,4,4,4,1,1,1,1,Yes,Yes,Quality; suitable and economical.,quality,suitable,economical,Off the Menu,No
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;Shops outside uni,1 - 2 days,Breakfast,RM 5 - RM 7,Yes,3,3,1,1,1,1,1,1,1,1,Yes,Yes,Average ,average,average,average,Buffet system,The food's expensive for the quality we get
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Breakfast,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,May be,May be,,,,,Buffet system,
Female,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,Less than RM 5,Yes,1,1,1,1,1,1,1,1,1,1,No,No,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,No,3,3,3,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Don't take lunch at University,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,3,4,1,5,1,1,1,3,1,4,Yes,No,Not systematic; High cost ,,not systematic,high,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,4,3,4,1,3,3,4,1,4,May be,Yes,Normal; simple; expensive,normal,simple,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,1,1,1,3,3,1,1,1,Yes,No,Satisfied,satisfied,satisfied,satisfied,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,3,3,3,3,3,4,1,1,3,Yes,Yes,Not very good,Not very good,Not very good,Not very good,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;From Home;Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,3,3,1,3,3,1,1,3,1,Yes,Yes,Unsatisfied; satisfied; unsatisfied,unsatisfied,satisfied,unsatisfied,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast,Less than RM 5,Yes,3,3,3,3,1,1,3,1,1,1,Yes,No,,,,,Buffet system,
Male,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,1,1,1,1,3,1,1,1,No,Yes,,,,,Off the Menu,
Female,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,Good food,good,,,Buffet system,No
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,4,3,1,1,1,4,1,5,1,Yes,No,,,,,Off the Menu,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,With Students,No,2,2,2,2,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,China,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,3,3,4,3,3,1,1,1,1,Yes,May be,Chilly;warm;soso,chilly,warm,so so,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Certificate Course,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,No,3,3,3,3,3,3,1,3,3,1,Yes,No,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;From Home,1 - 2 days,Breakfast;Lunch;Snacks / Tea,RM 5 - RM 7,Yes,3,4,3,4,3,3,1,3,5,3,May be,Guess,,,,,Buffet system,
Male,15 - 24 Years,Mozambique ,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,1,3,1,3,1,1,1,1,Yes,May be,Quite good;normal;,quite good,normal,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Enterprise 3,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,4,3,3,1,3,3,4,4,3,May be,Yes,Good; ok; expensive,good,ok,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,enterprise 3,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,3,1,1,4,1,1,1,4,1,Yes,Yes,Excellent;good;expensive,excellent,good ,expensive,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home;Went outside,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,4,4,3,3,3,3,3,4,4,May be,May be,Normal; a little expensive ,normal,,little expensive,Off the Menu,Nope 
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Relatives,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,4,5,3,3,3,3,3,3,1,3,Yes,May be,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop;From Home,1 - 2 days,Breakfast,RM 5 - RM 7,Yes,4,4,3,3,4,4,3,3,4,5,Yes,Yes,Bad; unsatisfied ; could have done better,bad,could have done better,unsatisfied,Off the Menu,If they could ever make changes for the foods; pricing and environment 
Female,15 - 24 Years,Egypt,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Order Online,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,5,3,3,4,1,5,4,5,4,No,May be,Not bad ,not bad,not bad,not bad,Buffet system,No
Female,15 - 24 Years,Libya,Foreginer,Under Graduate,Full Time,Private,Family / Parents,No,3,3,3,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Nope
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,Convenient Shop,1 - 2 days,Breakfast,RM 5 - RM 7,No,3,4,1,1,4,3,1,1,3,1,May be,May be,Not creative enough,,Not creative enough,,Buffet system,Nope
Female,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,2,2,2,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Female,15 - 24 Years,Djibouti,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,1,1,2,2,2,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home;Enterprise 3,1 - 2 days,Lunch,RM 5 - RM 7,No,4,3,3,3,4,5,4,5,5,4,Yes,May be,Average; packed; Decent,average,packed,decent,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch,RM 5 - RM 7,Yes,4,4,4,4,3,4,4,4,5,3,Yes,Yes,To be improve,To be improve,To be improve,To be improve,Buffet system,I am wondering the food at new campus
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,2,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Prefer right price for some foods
Male,15 - 24 Years,Mauritius,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,3,5,4,1,4,4,1,1,5,3,Yes,Guess,Good; friendly; expensive,good,frienndly,expensive,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,5,5,1,4,4,3,4,4,3,4,Yes,Yes,,,,,Off the Menu,Nil
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,1 - 2 days,Breakfast,Less than RM 5,Yes,3,3,3,3,3,3,3,3,3,3,No,Yes,Not satisfying enough,Not satisfying enough,Not satisfying enough,Not satisfying enough,Buffet system,Need more improvement
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,No,5,5,1,4,5,4,3,3,1,5,Guess,Guess,Bad...not tasty....expensive ,not tasty,bad,expensive,Buffet system,Plzz change the cafeteria management
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,5,5,3,3,5,4,1,3,1,4,Yes,Guess,,,,,Buffet system,Apu cafe  need to improve
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,3,3,4,1,1,3,3,4,4,May be,May be,Sometimes pricy,,,pricy,Buffet system,Nothing
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Snacks / Tea,RM 8 - RM 10,No,3,1,1,3,1,1,1,1,1,1,Yes,No,I love it,I love it,I love it,I love it,Off the Menu,Nothing have healthy food n boost drinks
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,Yes,4,5,3,3,4,3,4,4,3,4,May be,No,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Order Online,1 - 2 days,Lunch,Less than RM 5,Yes,3,3,3,3,3,3,3,3,3,3,No,May be,,,,,Buffet system,Lower the cafeteria price
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,1,1,1,1,Yes,Yes,Bad,Bad,Bad,Bad,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,2,1,2,2,2,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Don't take lunch at University,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,3,4,3,3,3,3,3,3,4,3,Yes,May be,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,Less than RM 5,Yes,1,4,1,1,1,1,1,3,3,3,Yes,May be,Improvement is needed,,Improvement is needed,,Buffet system,The price at the cafeteria is a bit high
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,4,1,1,4,1,1,1,1,1,Yes,Yes,Normal,Normal,normal,normal,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,1 - 2 days,Breakfast;Lunch;Snacks / Tea,RM 5 - RM 7,Yes,4,1,1,4,1,4,4,3,4,3,May be,May be,Fine; dark; okay,fine,dark,okay,Off the Menu,Variety of food and drinks can be added and the environment can be more lively and able to accomodate more people to eat
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,4,1,3,3,3,3,3,3,4,Yes,May be,Not so good,not so good,,,Buffet system,
Female,15 - 24 Years,Bandladesh,Foreginer,Graduate,Full Time,Private,Alone,Yes,,,,,,,Yes,Convenient Shop,1 - 2 days,Lunch,RM 5 - RM 7,No,3,3,1,1,1,3,1,3,1,3,Yes,No,,,,,Off the Menu,
Male,25 - 30 Years,Korean,Foreginer,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,No,4,1,3,4,1,3,3,1,4,3,Yes,Yes,tasty; cheap; no variety,tasty but no variety,,cheap,Off the Menu,I want various kind of foods.
Male,15 - 24 Years,cambodia,Foreginer,Certificate Course,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,No,3,3,3,3,3,3,1,1,3,1,No,No,,,,,Off the Menu,Nothing 
Female,15 - 24 Years,Kazakhstan,Foreginer,Foundation ,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,1,1,1,1,1,1,1,3,1,No,No,,,,,Off the Menu,
Female,15 - 24 Years,Krygyzstan,Foreginer,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,Convenient Shop;From Home,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,4,3,4,4,3,4,5,5,4,No,No,,,,,Off the Menu,
Female,15 - 24 Years,Mauritius,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,more than 4 days,Lunch,RM 5 - RM 7,No,1,1,1,1,1,1,1,1,1,1,Yes,Yes,Good nice affordable,good,nice,affordable,Off the Menu,
Male,15 - 24 Years,Nigeria,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,1,3,1,1,1,1,1,1,1,Yes,Yes,,,,,Off the Menu,
Male,15 - 24 Years,Egypt,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,No,2,2,2,2,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Egypt,Foreginer,Under Graduate,Full Time,Private,Alone,No,2,3,2,2,3,Order Online,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Bandladesh,Foreginer,Under Graduate,Full Time,Parents,With Students,No,2,1,2,1,2,Order Online,,,,,,,,,,,,,,,,,,,,,,,Buffet system,No
Male,15 - 24 Years,China,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,1,1,1,1,1,1,1,1,Yes,No,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,3,3,4,5,3,3,3,3,Yes,Yes,Good ; convenient ; love,good,love,convinent,Buffet system,No comment
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,With Students,No,1,2,2,1,1,Order Online,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,1,1,1,3,1,1,1,1,Yes,No,I LOVE IT,I love it,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,May be,Yes,Good services,,good services,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria;From Home,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,3,3,4,3,4,3,4,4,4,Yes,No,Space to improve,,space to improve,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,4,4,4,4,4,1,4,1,4,Yes,Yes,Fine Common Expensive ,common,fine,expensive,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,4,4,3,4,4,3,3,4,3,3,May be,May be,Expensive expensive &expensive ,,,expensive expensive &expensive,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Convenient Shop,1 - 2 days,Breakfast,RM 8 - RM 10,Yes,4,4,3,4,3,4,3,3,3,3,Yes,Yes,Fine; good; bad,fine,good,bad,Buffet system,Reduce the price of the food and increase the quality of food.
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,From Home,3 - 4 days,Snacks / Tea,Less than RM 5,Yes,1,1,3,1,1,1,1,1,1,1,Yes,May be,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,2,1,2,1,2,Order Online,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,3,1,3,1,Yes,Yes,Unsatisfied;congested;unreasonable,unsatisfied,congested,unreasonable,Off the Menu,
Male,15 - 24 Years,Maldives,Foreginer,Under Graduate,Full Time,Private,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch;Snacks / Tea,RM 5 - RM 7,No,4,4,4,4,1,4,5,5,5,3,Yes,Yes,Not worth it,,,not worth it,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,3,1,1,1,3,1,1,1,1,Yes,May be,Okay,okay,okay,okay,Off the Menu,More varities
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Part Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home;Order Online,3 - 4 days,Lunch;Snacks / Tea,RM 8 - RM 10,Yes,3,4,3,1,4,3,3,3,1,1,Yes,May be,Expensive; fine environment; taste fine,taste fine,fine,expensive,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 10 - RM 15,No,1,3,1,3,3,1,1,1,4,3,Yes,Yes,Okay; bad; okay,okay,bad,okay,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Foundation ,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,4,1,1,3,1,3,4,4,3,Yes,No,Inconsistent Small Hot,small,hot,inconsistent,Off the Menu,Time to open new campus for more space.
Male,15 - 24 Years,Egypt,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,1,1,1,1,1,1,1,1,May be,Yes,Good;fine;not bad,good,fine,not bad,Buffet system,The food should not be exposed to flies or flying insects ; it should be covered even to keep up the heat of the food 
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Convenient Shop,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,4,1,3,1,1,3,1,1,1,1,Yes,Yes,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,No,2,1,1,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Decrease the food price
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,3,3,3,3,3,4,4,4,4,Yes,Yes,,,,,Buffet system,No
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,1,1,4,1,4,4,3,4,3,Yes,Yes,,,,,Off the Menu,
Male,25 - 30 Years,Zimbabwe,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 8 - RM 10,No,3,3,3,4,3,3,4,3,3,3,Yes,Yes,,,,,Off the Menu,
Female,15 - 24 Years,Ghana,Foreginer,Under Graduate,Full Time,Private,With Working Professionals,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,3,3,3,3,Yes,Yes,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,No,2,1,1,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Female,15 - 24 Years,Egypt,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,No,1,2,2,2,2,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Egypt,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,No,Don't take lunch at University,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,1,3,4,1,1,1,1,1,1,Yes,Yes,,,,,Buffet system,
Male,15 - 24 Years,Mozambique ,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,3,1,1,1,1,1,1,4,5,1,Yes,Yes,It is okay ,,it is okay,,Buffet system,
Male,15 - 24 Years,Sri Lanka,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,Yes,1,4,1,1,3,3,1,3,3,3,Yes,Yes,Room for improvement,,room for improvement,,Buffet system,
Male,15 - 24 Years,Malawi,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,3,3,1,3,3,1,3,1,Yes,Yes,Could be better,,could be better,,Buffet system,Add more cuisines
Male,15 - 24 Years,Egypt,Foreginer,Diploma,Part Time,University Provided Accomodation,With Students,No,3,3,3,3,3,Don't take lunch at University;Mac,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,No thanks 
Male,15 - 24 Years,Egypt,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,tpm,3 - 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,4,4,3,3,1,4,4,4,3,4,May be,No,,,,,Off the Menu,I hope get more restaurants in TPM and ENT3
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,Convenient Shop,1 - 2 days,Breakfast;Snacks / Tea,Less than RM 5,Yes,3,4,3,3,4,4,3,3,4,4,Yes,May be,,,,,Buffet system,
Male,15 - 24 Years,Tanzania,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,more than 4 days,Lunch,RM 10 - RM 15,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,Good;marvelous and well,good,marveleous,well,Buffet system,
Male,15 - 24 Years,India,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,No,1,3,3,2,1,Order Online,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,Family / Parents,No,1,1,2,1,2,Order Online,,,,,,,,,,,,,,,,,,,,,,,Buffet system,Anybody has his own choice of food 
Male,31 - 35 Years,Yemen,Foreginer,Diploma,Full Time,Private,Family / Parents,No,2,3,3,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Gambia,Foreginer,Under Graduate,Full Time,Private,Friends ,No,3,2,3,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,Good poisoning 
Male,15 - 24 Years,Sudan,Foreginer,Under Graduate,Part Time,Private,With Students,No,2,3,3,1,2,From Home;Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Sometimes,Convenient Shop,3 - 4 days,Breakfast,RM 10 - RM 15,No,1,1,1,1,1,1,4,3,1,1,Yes,Yes,Good,good,good,good,Buffet system,
